student_id;all_clicks;active_days;access_frequency;material_clicks;avg_quiz_score;quiz_attempts;avg_assignment_score;assignment_submissions;final_grade;risk_cluster;total_time_spent;procrastination_index;late_submission_count
601757;221;20;11.05;5;50;1;96.5;4;85;0;442;0.4;1
601803;316;20;15.8;18;0;0;85;2;40;0;632;6.5;0
601857;5128;232;22.10344828;354;0;0;68.5;6;30;0;10256;15.57142857;0
601857;5128;232;22.10344828;354;0;0;68.5;6;65;0;10256;15.57142857;0
601862;252;27;9.333333333;25;80;5;73.83333333;6;65;0;504;-0.727272727;5
601872;2005;88;22.78409091;186;84;4;78;1;65;0;4010;-3.4;5
601874;849;38;22.34210526;79;0;0;71;5;40;0;1698;2.6;0
601885;347;23;15.08695652;19;96;5;53.5;6;65;0;694;-2.636363636;6
601887;321;18;17.83333333;5;100;5;68.16666667;6;65;0;642;-0.636363636;5
601896;353;30;11.76666667;19;84;5;66.16666667;6;40;0;706;-3;9
601930;53;12;4.416666667;6;0;0;76.5;2;30;0;106;10;0
601934;824;73;11.28767123;95;80;3;30;4;40;0;1648;-1.857142857;4
601949;1403;55;25.50909091;92;43.75;4;51.75;4;65;0;2806;-0.75;4
601951;974;61;15.96721311;30;93.33333333;3;64;3;40;0;1948;-2.833333333;4
601956;786;60;13.1;62;58;4;47.9;10;30;0;1572;-0.8;5
601956;786;60;13.1;62;58;4;47.9;10;65;0;1572;-0.8;5
601983;1601;158;10.13291139;49;100;6;67.28571429;7;30;0;3202;31.46153846;0
601983;1601;158;10.13291139;49;100;6;67.28571429;7;65;0;3202;31.46153846;0
602009;295;30;9.833333333;31;96;5;81.16666667;6;65;0;590;0;5
602011;278;53;5.245283019;25;52;5;42.66666667;6;30;0;556;-3.272727273;10
602011;278;53;5.245283019;25;52;5;42.66666667;6;40;0;556;-3.272727273;10
602014;1255;50;25.1;41;76;5;67.66666667;6;65;0;2510;0;6
602030;1164;64;18.1875;167;35;4;42.33333333;3;30;0;2328;16;3
602030;1164;64;18.1875;167;35;4;42.33333333;3;40;0;2328;16;3
602032;62;9;6.888888889;6;0;0;60;1;40;0;124;0;0
602042;1236;71;17.4084507;62;100;4;98.5;4;85;0;2472;0.125;4
602066;425;66;6.439393939;32;100;4;72.83333333;6;65;0;850;-2.4;7
602107;373;22;16.95454545;12;74.5;2;69.33333333;3;40;0;746;2.2;2
602107;373;22;16.95454545;12;74.5;2;69.33333333;3;40;0;746;2.2;2
602109;128;15;8.533333333;15;0;0;65.2;5;40;0;256;3.4;1
602123;1392;63;22.0952381;56;65.5;4;49.66666667;3;40;0;2784;-3;5
602133;1820;121;15.04132231;99;77.5;4;84.4;5;65;0;3640;-1.111111111;5
602133;1820;121;15.04132231;99;77.5;4;84.4;5;65;0;3640;-1.111111111;5
602147;263;15;17.53333333;11;100;4;69.33333333;6;65;0;526;-1.2;6
602150;6;2;3;0;0;0;98;2;30;0;12;17.5;0
602150;6;2;3;0;0;0;98;2;30;0;12;17.5;0
602150;6;2;3;0;0;0;98;2;30;0;12;17.5;0
602151;1224;73;16.76712329;34;93.5;4;92.5;4;65;0;2448;-1.625;4
602228;199;11;18.09090909;8;0;0;58;5;40;0;398;3.8;0
602245;9668;167;57.89221557;142;100;5;68.33333333;6;65;0;19336;1.818181818;5
602269;291;25;11.64;18;71.33333333;3;76.16666667;6;40;0;582;-3;6
602269;291;25;11.64;18;71.33333333;3;76.16666667;6;65;0;582;-3;6
602288;1094;108;10.12962963;21;66;4;74.875;8;65;0;2188;-0.166666667;4
602288;1094;108;10.12962963;21;66;4;74.875;8;65;0;2188;-0.166666667;4
602302;1419;86;16.5;97;0;0;70.16666667;6;65;0;2838;3.428571429;0
602312;268;18;14.88888889;15;79.42857143;7;66.66666667;6;30;0;536;37.07692308;5
602312;268;18;14.88888889;15;79.42857143;7;66.66666667;6;65;0;536;37.07692308;5
602324;154;14;11;10;80;3;71.5;2;40;0;308;-2;4
602356;799;72;11.09722222;96;0;0;69.83333333;6;65;0;1598;5.714285714;0
602365;180;17;10.58823529;14;0;0;73;4;65;0;360;1.4;0
602395;356;28;12.71428571;15;88;5;63.4;5;65;0;712;-2.4;6
602398;292;14;20.85714286;11;60;1;93;3;40;0;584;-0.25;1
602398;292;14;20.85714286;11;60;1;93;3;40;0;584;-0.25;1
602404;999;77;12.97402597;99;0;0;81.33333333;6;65;0;1998;2.714285714;0
602413;150;15;10;10;0;0;0;0;30;0;300;0;0
602452;116;14;8.285714286;0;0;0;0;0;30;0;232;0;0
602453;144;18;8;7;0;0;59;1;30;0;288;1;0
602454;41;8;5.125;3;0;0;45.33333333;6;65;0;82;1;0
602458;779;67;11.62686567;83;92;5;82.33333333;6;65;0;1558;-1.090909091;6
602471;1997;84;23.77380952;120;0;0;71;5;65;0;3994;0.2;1
602483;139;10;13.9;16;100;2;73;2;40;0;278;-5.25;4
602496;286;21;13.61904762;23;84;5;77.16666667;6;65;0;572;-0.818181818;5
602533;794;69;11.50724638;35;94.5;4;85.3;10;85;0;1588;-1.2;6
602533;794;69;11.50724638;35;94.5;4;85.3;10;85;0;1588;-1.2;6
602570;277;22;12.59090909;14;0;0;37.8;5;40;0;554;-0.6;2
602585;134;20;6.7;12;0;0;0;0;30;0;268;0;0
602585;134;20;6.7;12;0;0;0;0;30;0;268;0;0
602595;1309;111;11.79279279;72;0;0;73.16666667;6;65;0;2618;4.428571429;0
602598;3;1;3;1;0;0;45;1;40;0;6;-11;1
602631;17;3;5.666666667;4;0;0;0;0;30;0;34;0;0
602634;81;9;9;11;0;0;71;1;30;0;162;0;0
602652;38;7;5.428571429;10;0;0;69;1;30;0;76;0;0
602666;174;15;11.6;23;0;0;58.2;5;30;0;348;-4.8;3
602666;174;15;11.6;23;0;0;58.2;5;65;0;348;-4.8;3
602683;3987;119;33.50420168;82;97;4;97;4;85;0;7974;-1;4
602696;1338;54;24.77777778;64;0;0;85.8;5;85;0;2676;3;0
602703;436;28;15.57142857;25;32.5;2;85.2;5;30;0;872;0.285714286;3
602703;436;28;15.57142857;25;32.5;2;85.2;5;65;0;872;0.285714286;3
602718;734;59;12.44067797;45;55.75;4;65.625;8;40;0;1468;-1.416666667;8
602718;734;59;12.44067797;45;55.75;4;65.625;8;65;0;1468;-1.416666667;8
602725;227;20;11.35;14;0;0;70;2;40;0;454;-3.5;1
602729;1211;62;19.53225806;106;0;0;57.16666667;6;40;0;2422;6.857142857;0
602739;370;20;18.5;57;70;2;58.5;2;30;0;740;-1.75;2
602767;531;29;18.31034483;143;80;3;60;3;40;0;1062;-15.5;6
602779;1304;51;25.56862745;52;0;0;71.2;5;65;0;2608;7.2;1
602783;3819;222;17.2027027;209;0;0;77.33333333;6;65;0;7638;5.142857143;0
602803;505;28;18.03571429;90;80;3;57;2;30;0;1010;-2;3
602815;162;19;8.526315789;8;86.66666667;3;67;4;40;0;324;-1.571428571;4
602826;852;50;17.04;13;90;4;80.25;4;40;0;1704;-0.75;4
602827;337;18;18.72222222;10;75;2;84.4;5;30;0;674;-2.142857143;3
602827;337;18;18.72222222;10;75;2;84.4;5;65;0;674;-2.142857143;3
602856;7250;248;29.23387097;304;89;1;90.66666667;6;30;0;14500;6.75;1
602856;7250;248;29.23387097;304;89;1;90.66666667;6;85;0;14500;6.75;1
602865;2049;102;20.08823529;130;0;0;52.6;5;65;0;4098;1.4;0
602891;63;9;7;9;0;0;0;0;30;0;126;0;0
602898;131;10;13.1;39;0;0;49;1;30;0;262;-4;1
602902;3807;109;34.9266055;296;75.75;4;87.6;10;65;0;7614;1.933333333;4
602902;3807;109;34.9266055;296;75.75;4;87.6;10;65;0;7614;1.933333333;4
602913;498;34;14.64705882;36;57;4;79.5;4;65;0;996;0.75;4
602929;129;27;4.777777778;12;70;2;61;3;40;0;258;-8.6;5
602943;975;54;18.05555556;140;0;0;87.2;5;85;0;1950;2.2;0
602973;1712;90;19.02222222;148;75.5;4;91;4;65;0;3424;-2.125;5
602986;25;4;6.25;3;0;0;0;0;40;0;50;0;0
602991;3859;153;25.22222222;100;95;4;84.4;5;65;0;7718;0.444444444;4
603012;627;61;10.27868852;18;88;5;82.66666667;6;65;0;1254;-0.545454545;5
603034;1506;125;12.048;84;0;0;93.83333333;6;65;0;3012;13.85714286;0
603035;113;14;8.071428571;3;84;5;67.16666667;6;65;0;226;-0.727272727;5
603036;1066;75;14.21333333;226;92;5;85.5;6;65;0;2132;-2.909090909;8
603038;321;22;14.59090909;59;80;4;78.2;5;65;0;642;-0.888888889;4
603049;1678;113;14.84955752;106;73.66666667;3;74.75;8;65;0;3356;-3;8
603049;1678;113;14.84955752;106;73.66666667;3;74.75;8;65;0;3356;-3;8
603055;312;27;11.55555556;36;0;0;73.4;5;65;0;624;0;1
603061;114;12;9.5;13;100;2;74.5;2;30;0;228;1.25;2
603112;240;30;8;23;93.33333333;3;83.6;5;65;0;480;-6.375;6
603113;677;39;17.35897436;26;0;0;65;5;30;0;1354;0.6;0
603113;677;39;17.35897436;26;0;0;65;5;65;0;1354;0.6;0
603121;34;3;11.33333333;9;0;0;58;1;40;0;68;-7;1
603123;131;17;7.705882353;3;93.33333333;3;72.4;5;65;0;262;-2.75;5
603129;511;59;8.661016949;35;82.25;4;0;0;65;0;1022;-3.25;4
603165;929;87;10.67816092;8;100;5;89;5;85;0;1858;-1.6;6
603179;731;31;23.58064516;45;68.66666667;3;63.75;4;65;0;1462;-1.571428571;4
603179;731;31;23.58064516;45;68.66666667;3;63.75;4;65;0;1462;-1.571428571;4
603200;365;38;9.605263158;20;0;0;59.8;5;65;0;730;0;0
603201;53;1;53;3;0;0;0;0;30;0;106;0;0
603210;799;39;20.48717949;46;96;5;77.16666667;6;65;0;1598;-0.909090909;5
603222;164;11;14.90909091;9;30;1;79.8;5;40;0;328;-3.166666667;3
603222;164;11;14.90909091;9;30;1;79.8;5;65;0;328;-3.166666667;3
603265;151;10;15.1;11;70;2;73.66666667;3;40;0;302;-1.4;2
603270;924;77;12;199;100;5;59;5;40;0;1848;-4.4;6
603287;182;18;10.11111111;11;92;5;67.5;6;65;0;364;0.090909091;6
603302;1748;87;20.09195402;135;71.5;2;83.83333333;6;30;0;3496;1.555555556;4
603302;1748;87;20.09195402;135;71.5;2;83.83333333;6;30;0;3496;1.555555556;4
603302;1748;87;20.09195402;135;71.5;2;83.83333333;6;85;0;3496;1.555555556;4
603325;2457;118;20.8220339;123;96;4;92.75;8;85;0;4914;1.384615385;4
603325;2457;118;20.8220339;123;96;4;92.75;8;85;0;4914;1.384615385;4
603398;567;46;12.32608696;29;90;4;79.6;5;65;0;1134;-2.444444444;5
603410;1145;66;17.34848485;87;0;0;73.5;4;40;0;2290;0.5;0
603431;893;52;17.17307692;49;0;0;49.66666667;6;65;0;1786;2.571428571;1
603440;694;62;11.19354839;113;95;4;60.66666667;6;65;0;1388;-1.2;4
603446;1056;82;12.87804878;82;92;5;75.33333333;6;65;0;2112;-1.090909091;5
603469;1116;76;14.68421053;77;0;0;45;6;40;0;2232;1.428571429;2
603477;1227;92;13.33695652;95;58;4;71.875;8;65;0;2454;-1.666666667;6
603477;1227;92;13.33695652;95;58;4;71.875;8;65;0;2454;-1.666666667;6
603498;801;57;14.05263158;27;0;0;69;1;40;0;1602;-71;2
603498;801;57;14.05263158;27;0;0;69;1;40;0;1602;-71;2
603503;727;78;9.320512821;56;78.75;4;85.5;8;65;0;1454;-0.5;4
603503;727;78;9.320512821;56;78.75;4;85.5;8;85;0;1454;-0.5;4
603513;695;66;10.53030303;58;0;0;93.5;6;65;0;1390;5.142857143;0
603529;1457;40;36.425;32;76.90909091;11;79.11111111;9;65;0;2914;13.35;8
603529;1457;40;36.425;32;76.90909091;11;79.11111111;9;65;0;2914;13.35;8
603543;30;3;10;5;0;0;0;0;40;0;60;0;0
603559;15;2;7.5;1;0;0;0;0;40;0;30;0;0
603560;3002;40;75.05;36;89;1;0;0;30;0;6004;-3;1
603580;2659;135;19.6962963;157;0;0;59;5;65;0;5318;10.2;0
603601;1177;108;10.89814815;76;96;5;69.66666667;6;65;0;2354;-0.545454545;6
603620;2312;149;15.51677852;23;82;4;94;2;65;0;4624;-1.666666667;4
603627;268;24;11.16666667;23;100;5;82.33333333;6;85;0;536;-0.727272727;5
603639;2091;72;29.04166667;37;71.5;2;90;6;30;0;4182;1;2
603639;2091;72;29.04166667;37;71.5;2;90;6;85;0;4182;1;2
603661;822;67;12.26865672;113;100;5;87.83333333;6;65;0;1644;-0.454545455;5
603669;42;2;21;0;0;0;0;0;30;0;84;0;0
603684;5;1;5;0;0;0;0;0;30;0;10;0;0
603690;469;40;11.725;27;0;0;77.6;5;65;0;938;0.5;1
603730;225;17;13.23529412;14;0;0;72;1;40;0;450;-14;1
603731;1530;62;24.67741935;60;0;0;54;5;65;0;3060;1.6;0
603739;252;11;22.90909091;32;100;1;64;2;30;0;504;-2.666666667;2
603746;100;10;10;1;0;0;80.6;5;65;0;200;-2.8;1
603762;412;33;12.48484848;17;84;5;83;6;85;0;824;-1;5
603791;17;2;8.5;1;0;0;0;0;40;0;34;0;0
603791;17;2;8.5;1;0;0;0;0;40;0;34;0;0
603803;704;39;18.05128205;108;0;0;71;1;30;0;1408;1;0
603818;334;29;11.51724138;62;70;2;53.5;2;30;0;668;-4;3
603832;1192;54;22.07407407;92;31.5;2;59;6;30;0;2384;-0.125;2
603832;1192;54;22.07407407;92;31.5;2;59;6;65;0;2384;-0.125;2
603834;341;29;11.75862069;3;0;0;61.8;5;65;0;682;-1.8;3
603850;139;9;15.44444444;7;0;0;0;0;30;0;278;0;0
603859;1061;96;11.05208333;139;81.75;4;0;0;65;0;2122;-2;4
603861;1105;84;13.1547619;13;0;0;63;10;30;0;2210;55.6;3
603861;1105;84;13.1547619;13;0;0;63;10;30;0;2210;55.6;3
603908;305;31;9.838709677;22;0;0;60.4;5;65;0;610;-11;4
603910;244;19;12.84210526;40;80;1;60;2;30;0;488;-2.666666667;2
603912;548;40;13.7;96;88;5;80;6;85;0;1096;-1.090909091;5
603921;431;34;12.67647059;9;96;5;77.75;8;65;0;862;16.07692308;5
603921;431;34;12.67647059;9;96;5;77.75;8;65;0;862;16.07692308;5
603979;439;23;19.08695652;17;67;1;0;0;30;0;878;-3;1
604027;9;2;4.5;1;0;0;0;0;30;0;18;0;0
604055;1406;123;11.43089431;82;0;0;79.5;6;65;0;2812;5;0
604057;1970;103;19.12621359;159;99.5;4;97.42857143;7;85;0;3940;-1;4
604057;1970;103;19.12621359;159;99.5;4;97.42857143;7;85;0;3940;-1;4
604072;1072;126;8.507936508;42;0;0;83.6;5;65;0;2144;4.333333333;0
604079;1;1;1;0;0;0;0;0;30;0;2;0;0
604095;118;10;11.8;9;66.66666667;3;54.2;5;40;0;236;-3.875;6
604106;259;37;7;15;100;5;68.66666667;6;65;0;518;2.363636364;5
604116;330;40;8.25;45;92;5;69.66666667;6;85;0;660;-0.909090909;6
604147;451;31;14.5483871;0;88;5;68.5;4;40;0;902;-3;7
604151;399;57;7;18;84;5;86.4;5;85;0;798;0.5;5
604154;196;15;13.06666667;4;96;5;65.2;5;65;0;392;-2.8;7
604156;1341;153;8.764705882;139;0;0;67.66666667;6;65;0;2682;3;1
604161;36;1;36;10;0;0;0;0;30;0;72;0;0
604164;3381;160;21.13125;187;71.71428571;7;79.66666667;6;30;0;6762;-1.230769231;8
604164;3381;160;21.13125;187;71.71428571;7;79.66666667;6;65;0;6762;-1.230769231;8
604187;975;81;12.03703704;92;100;4;79.16666667;6;65;0;1950;-4.5;7
604196;495;43;11.51162791;13;76;5;70.25;4;65;0;990;-2;7
604200;11421;263;43.42585551;153;100;5;79;6;65;0;22842;0.454545455;5
604204;647;49;13.20408163;45;92;5;63;5;65;0;1294;-0.6;6
604238;757;88;8.602272727;168;96;5;84.66666667;6;65;0;1514;-1.272727273;5
604267;243;21;11.57142857;41;100;1;70;2;30;0;486;0.333333333;1
604281;2071;151;13.71523179;131;0;0;85.33333333;6;85;0;4142;5;0
604292;7884;149;52.91275168;182;96;5;80;6;65;0;15768;-2.818181818;8
604315;2848;192;14.83333333;66;96;5;85.83333333;6;85;0;5696;-2.181818182;7
604317;1164;77;15.11688312;91;0;0;83.33333333;6;65;0;2328;3.285714286;1
604356;976;68;14.35294118;44;88;5;81.2;5;65;0;1952;-1;5
604358;1456;80;18.2;42;0;0;84;5;65;0;2912;2;0
604379;141;8;17.625;8;73.75;8;82.8;5;30;0;282;3.615384615;1
604379;141;8;17.625;8;73.75;8;82.8;5;65;0;282;3.615384615;1
604392;3;1;3;1;0;0;0;0;30;0;6;0;0
604398;104;3;34.66666667;14;0;0;0;0;30;0;208;0;0
604398;104;3;34.66666667;14;0;0;0;0;30;0;208;0;0
604462;624;71;8.788732394;59;0;0;55.33333333;6;40;0;1248;-1.142857143;3
604517;1280;73;17.53424658;58;56.75;4;81.5;8;65;0;2560;1.333333333;4
604517;1280;73;17.53424658;58;56.75;4;81.5;8;65;0;2560;1.333333333;4
604523;46;2;23;10;0;0;0;0;30;0;92;0;0
604543;762;43;17.72093023;39;60;4;65;6;65;0;1524;-2.8;6
604546;37;1;37;0;0;0;0;0;30;0;74;0;0
604556;237;22;10.77272727;32;92;5;51;6;65;0;474;-1.272727273;5
604559;113;5;22.6;11;0;0;57;2;30;0;226;0;0
604559;113;5;22.6;11;0;0;57;2;40;0;226;0;0
604571;446;33;13.51515152;33;72;2;74.5;6;65;0;892;-5.625;4
604571;446;33;13.51515152;33;72;2;74.5;6;65;0;892;-5.625;4
604574;677;33;20.51515152;71;0;0;66;4;30;0;1354;3.5;0
604610;12;2;6;5;0;0;0;0;30;0;24;0;0
604627;503;45;11.17777778;52;0;0;69.83333333;6;65;0;1006;4.428571429;0
604641;28;1;28;2;0;0;0;0;40;0;56;0;0
604643;50;4;12.5;6;0;0;0;0;30;0;100;0;0
604655;336;27;12.44444444;34;30;1;66.66666667;3;40;0;672;-19;3
604655;336;27;12.44444444;34;30;1;66.66666667;3;30;0;672;-19;3
604692;417;37;11.27027027;49;0;0;59.5;2;30;0;834;0;1
604694;256;28;9.142857143;14;71;2;48;1;30;0;512;-2.333333333;3
604704;324;26;12.46153846;24;0;0;44;1;30;0;648;10;0
604723;667;40;16.675;104;76;2;86.11111111;9;65;0;1334;1.166666667;4
604723;667;40;16.675;104;76;2;86.11111111;9;65;0;1334;1.166666667;4
604725;1610;97;16.59793814;62;0;0;64;5;85;0;3220;2;0
604731;476;23;20.69565217;47;50;4;44.4;5;40;0;952;-1.777777778;5
604752;174;11;15.81818182;6;0;0;57;1;40;0;348;2;0
604825;235;13;18.07692308;7;75.5;2;0;0;30;0;470;-2.5;2
604854;927;87;10.65517241;32;0;0;80.16666667;6;65;0;1854;2;1
604905;224;22;10.18181818;16;0;0;51.33333333;6;65;0;448;4.285714286;0
604906;1428;56;25.5;59;67.25;4;65.75;8;30;0;2856;-3.25;5
604906;1428;56;25.5;59;67.25;4;65.75;8;40;0;2856;-3.25;5
604906;1428;56;25.5;59;67.25;4;65.75;8;65;0;2856;-3.25;5
604912;87;5;17.4;4;0;0;0;0;30;0;174;0;0
604916;734;55;13.34545455;86;96;5;72.5;4;65;0;1468;-2.888888889;7
604917;1270;65;19.53846154;175;88;5;74;6;65;0;2540;-0.454545455;5
604919;676;52;13;147;84;5;70.16666667;6;65;0;1352;-0.545454545;5
604921;2533;191;13.2617801;241;100;5;46;6;40;0;5066;-1.363636364;6
604923;23;4;5.75;0;80;1;38.5;2;40;0;46;-0.333333333;1
604932;287;30;9.566666667;17;100;5;48.5;6;65;0;574;0.454545455;5
604939;436;53;8.226415094;22;92;5;60.16666667;6;40;0;872;-2.090909091;7
604942;1798;77;23.35064935;164;80;3;53.6;5;65;0;3596;-1.25;3
604950;2481;108;22.97222222;119;0;0;79.6;5;65;0;4962;-2.4;2
604951;66;4;16.5;3;100;1;47;2;40;0;132;-4;3
604952;84;9;9.333333333;23;0;0;0;0;30;0;168;0;0
604962;3849;154;24.99350649;343;92;5;66.83333333;6;30;0;7698;-1.818181818;7
604962;3849;154;24.99350649;343;92;5;66.83333333;6;65;0;7698;-1.818181818;7
604966;5115;165;31;147;84;5;74.8;5;65;0;10230;-0.7;5
604982;350;66;5.303030303;12;92;5;47;5;65;0;700;-0.6;5
604990;2384;163;14.62576687;174;0;0;50.8;5;65;0;4768;12.4;0
604991;1120;20;56;8;99;2;0;0;40;0;2240;-2.5;2
604997;578;55;10.50909091;64;80;3;75.66666667;3;65;0;1156;-2.166666667;4
605005;195;9;21.66666667;13;0;0;0;0;30;0;390;0;0
605009;672;67;10.02985075;25;100;5;74.2;5;65;0;1344;-0.1;5
605068;1854;106;17.49056604;43;0;0;55.4;5;65;0;3708;4;0
605070;320;25;12.8;13;0;0;64.83333333;6;40;0;640;-6;4
605070;320;25;12.8;13;0;0;64.83333333;6;40;0;640;-6;4
605089;407;32;12.71875;25;0;0;62.8;5;65;0;814;3;0
605102;405;35;11.57142857;25;80;5;69.6;5;65;0;810;-3.3;7
605105;1445;60;24.08333333;231;0;0;40.5;6;40;0;2890;0.857142857;3
605111;576;48;12;46;78.25;4;83.75;4;65;0;1152;-1.375;4
605111;576;48;12;46;78.25;4;83.75;4;65;0;1152;-1.375;4
605118;1581;37;42.72972973;202;0;0;76.1;10;40;0;3162;2.181818182;0
605118;1581;37;42.72972973;202;0;0;76.1;10;65;0;3162;2.181818182;0
605131;15;2;7.5;1;0;0;0;0;30;0;30;0;0
605144;2615;126;20.75396825;272;77;4;80.44444444;9;65;0;5230;-0.071428571;6
605144;2615;126;20.75396825;272;77;4;80.44444444;9;65;0;5230;-0.071428571;6
605180;272;16;17;16;65.875;8;73.4;10;30;0;544;29.22222222;2
605180;272;16;17;16;65.875;8;73.4;10;30;0;544;29.22222222;2
605180;272;16;17;16;65.875;8;73.4;10;65;0;544;29.22222222;2
605186;50;6;8.333333333;8;0;0;0;0;40;0;100;0;0
605207;1166;111;10.5045045;110;92;5;78.6;5;65;0;2332;-2.9;6
605243;1332;59;22.57627119;25;0;0;83.4;5;65;0;2664;4.2;0
605245;314;15;20.93333333;18;0;0;85;1;40;0;628;1;0
605246;305;22;13.86363636;26;72;5;53.33333333;6;65;0;610;-1.818181818;7
605255;410;43;9.534883721;30;95;4;74;4;40;0;820;-1.25;4
605264;45;5;9;10;0;0;78;4;30;0;90;-0.75;1
605264;45;5;9;10;0;0;78;4;65;0;90;-0.75;1
605266;5925;190;31.18421053;633;94.75;4;78.2;10;65;0;11850;1.466666667;4
605266;5925;190;31.18421053;633;94.75;4;78.2;10;65;0;11850;1.466666667;4
605292;94;6;15.66666667;8;0;0;0;0;30;0;188;0;0
605309;57;11;5.181818182;8;0;0;80;1;40;0;114;1;0
605313;191;25;7.64;9;0;0;37;1;30;0;382;0;0
605313;191;25;7.64;9;0;0;37;1;30;0;382;0;0
605327;360;22;16.36363636;6;60;2;51.33333333;3;40;0;720;-2.2;3
605367;1581;112;14.11607143;159;77.5;4;72.25;8;40;0;3162;-0.333333333;4
605367;1581;112;14.11607143;159;77.5;4;72.25;8;65;0;3162;-0.333333333;4
605383;19;3;6.333333333;5;0;0;1;1;30;0;38;1;0
605390;958;66;14.51515152;82;88;5;55.4;5;65;0;1916;-2.3;7
605438;823;55;14.96363636;64;100;5;96;6;85;0;1646;-0.181818182;5
605459;219;27;8.111111111;39;73.625;8;78.33333333;6;30;0;438;25.57142857;1
605459;219;27;8.111111111;39;73.625;8;78.33333333;6;65;0;438;25.57142857;1
605468;266;17;15.64705882;16;86;2;78;1;30;0;532;-1.666666667;2
605476;735;91;8.076923077;40;0;0;60;5;65;0;1470;4.5;0
605505;129;16;8.0625;25;0;0;0;0;30;0;258;0;0
605540;5714;278;20.55395683;119;91.5;4;82.8;10;85;0;11428;10.2;4
605540;5714;278;20.55395683;119;91.5;4;82.8;10;85;0;11428;10.2;4
605545;106;7;15.14285714;7;78;1;81;4;40;0;212;20;1
605545;106;7;15.14285714;7;78;1;81;4;30;0;212;20;1
605545;106;7;15.14285714;7;78;1;81;4;40;0;212;20;1
605561;510;29;17.5862069;36;0;0;64.25;4;40;0;1020;-7.5;2
605571;4601;188;24.47340426;334;91.54545455;11;93.22222222;9;65;0;9202;32.65;4
605571;4601;188;24.47340426;334;91.54545455;11;93.22222222;9;85;0;9202;32.65;4
605594;62;11;5.636363636;7;80;1;69.2;5;40;0;124;0.833333333;1
605595;464;25;18.56;75;60;4;61;3;40;0;928;-3.714285714;5
605596;172;14;12.28571429;11;0;0;83.66666667;6;65;0;344;1.285714286;0
605597;130;10;13;11;70;4;74.75;4;40;0;260;-7.375;7
605652;246;10;24.6;19;0;0;67.2;5;30;0;492;-1.166666667;2
605652;246;10;24.6;19;0;0;67.2;5;65;0;492;-1.166666667;2
605666;230;29;7.931034483;21;91.875;8;91.28571429;7;65;0;460;33.93333333;3
605666;230;29;7.931034483;21;91.875;8;91.28571429;7;65;0;460;33.93333333;3
605672;385;47;8.191489362;99;92;5;77.4;5;65;0;770;-1.3;5
605679;78;11;7.090909091;2;80;4;54.66666667;6;65;0;156;-2.7;6
605688;1790;60;29.83333333;56;83.75;4;87.625;8;85;0;3580;-0.083333333;4
605688;1790;60;29.83333333;56;83.75;4;87.625;8;65;0;3580;-0.083333333;4
605691;29;4;7.25;7;0;0;0;0;30;0;58;0;0
605693;509;40;12.725;46;84;5;87.16666667;6;65;0;1018;-2.272727273;6
605695;358;20;17.9;62;0;0;79;5;65;0;716;2.333333333;0
605703;2050;192;10.67708333;171;80.25;4;79.2;10;85;0;4100;1.733333333;5
605703;2050;192;10.67708333;171;80.25;4;79.2;10;65;0;4100;1.733333333;5
605759;170;17;10;4;0;0;46.75;12;30;0;340;4.916666667;1
605759;170;17;10;4;0;0;46.75;12;65;0;340;4.916666667;1
605770;539;28;19.25;29;0;0;74.8;5;65;0;1078;21.6;0
605771;5319;238;22.3487395;134;0;0;50.8;5;30;0;10638;-0.6;1
605771;5319;238;22.3487395;134;0;0;50.8;5;65;0;10638;-0.6;1
605781;160;24;6.666666667;6;0;0;57.83333333;6;65;0;320;1.142857143;1
605832;167;11;15.18181818;10;88;5;73.66666667;6;65;0;334;-0.454545455;5
605840;953;82;11.62195122;89;100;2;98;1;40;0;1906;-0.333333333;2
605854;191;12;15.91666667;19;72;5;45;6;40;0;382;-3.181818182;8
605859;343;23;14.91304348;11;0;0;72.71428571;7;30;0;686;33.42857143;1
605859;343;23;14.91304348;11;0;0;72.71428571;7;40;0;686;33.42857143;1
605868;6141;158;38.86708861;2118;98;4;0;0;85;0;12282;-3.25;4
605882;6;2;3;1;0;0;55;1;30;0;12;1;0
605885;352;39;9.025641026;21;0;0;49;4;30;0;704;0.25;0
605890;32;6;5.333333333;4;0;0;78;2;40;0;64;-5.5;1
605901;296;18;16.44444444;36;100;6;81.83333333;6;30;0;592;13;3
605901;296;18;16.44444444;36;100;6;81.83333333;6;85;0;592;13;3
605916;2713;162;16.74691358;97;92;5;69.83333333;6;65;0;5426;-0.727272727;5
605930;172;14;12.28571429;4;72;5;65.5;6;65;0;344;-0.818181818;5
605941;2233;181;12.33701657;228;0;0;64.8;5;65;0;4466;2.166666667;1
605956;4;1;4;0;0;0;0;0;30;0;8;0;0
605996;189;23;8.217391304;24;72;5;45.16666667;6;65;0;378;-2;6
606004;15;3;5;1;0;0;0;0;30;0;30;0;0
606027;1490;49;30.40816327;45;0;0;80.8;5;65;0;2980;7.6;1
606036;199;6;33.16666667;43;33;1;0;0;30;0;398;-3;1
606063;43;5;8.6;10;0;0;63;1;30;0;86;0;0
606064;1616;79;20.4556962;94;94;4;90.25;4;65;0;3232;-1.5;4
606069;345;25;13.8;53;90;4;56.83333333;6;65;0;690;-9.6;8
606082;839;97;8.649484536;25;0;0;79;6;65;0;1678;4.285714286;0
